location	chromosome	start	end	bases	gc	mappability	blacklist	residual	use
3:90600001-90700000	3	90600001	90700000	0	NA	0	0	NA	FALSE
3:90700001-90800000	3	90700001	90800000	0	NA	0	0	NA	FALSE
3:90800001-90900000	3	90800001	90900000	0	NA	0	0	NA	FALSE
3:90900001-91000000	3	90900001	91000000	0	NA	0	0	NA	FALSE
3:91000001-91100000	3	91000001	91100000	0	NA	0	0	NA	FALSE
3:91100001-91200000	3	91100001	91200000	0	NA	0	0	NA	FALSE
3:91200001-91300000	3	91200001	91300000	0	NA	0	0	NA	FALSE
3:91300001-91400000	3	91300001	91400000	0	NA	0	0	NA	FALSE
3:91400001-91500000	3	91400001	91500000	0	NA	0	0	NA	FALSE
3:91500001-91600000	3	91500001	91600000	0	NA	0	0	NA	FALSE
3:91600001-91700000	3	91600001	91700000	0	NA	0	0	NA	FALSE
3:91700001-91800000	3	91700001	91800000	0	NA	0	0	NA	FALSE
3:91800001-91900000	3	91800001	91900000	0	NA	0	0	NA	FALSE
3:91900001-92000000	3	91900001	92000000	0	NA	0	0	NA	FALSE
3:92000001-92100000	3	92000001	92100000	0	NA	0	0	NA	FALSE
3:92100001-92200000	3	92100001	92200000	0	NA	0	0	NA	FALSE
3:92200001-92300000	3	92200001	92300000	0	NA	0	0	NA	FALSE
3:92300001-92400000	3	92300001	92400000	0	NA	0	0	NA	FALSE
3:92400001-92500000	3	92400001	92500000	0	NA	0	0	NA	FALSE
3:92500001-92600000	3	92500001	92600000	0	NA	0	0	NA	FALSE
3:92600001-92700000	3	92600001	92700000	0	NA	0	0	NA	FALSE
3:92700001-92800000	3	92700001	92800000	0	NA	0	0	NA	FALSE
3:92800001-92900000	3	92800001	92900000	0	NA	0	0	NA	FALSE
3:92900001-93000000	3	92900001	93000000	0	NA	0	0	NA	FALSE
3:93000001-93100000	3	93000001	93100000	0	NA	0	0	NA	FALSE
3:93100001-93200000	3	93100001	93200000	0	NA	0	0	NA	FALSE
3:93200001-93300000	3	93200001	93300000	0	NA	0	0	NA	FALSE
3:93300001-93400000	3	93300001	93400000	0	NA	0	0	NA	FALSE
3:93400001-93500000	3	93400001	93500000	0	NA	0	0	NA	FALSE
3:93500001-93600000	3	93500001	93600000	95.146	37.2711411935341	59.4559	14.318	0.0237089153647528	TRUE
3:93600001-93700000	3	93600001	93700000	100	39.414	67.327	0	-0.0806993284398445	TRUE
3:93700001-93800000	3	93700001	93800000	100	36.852	86.3224	0	-0.0471613334459413	TRUE
3:93800001-93900000	3	93800001	93900000	100	37.938	92.2074	0	-0.0115544291472596	TRUE
3:93900001-94000000	3	93900001	94000000	100	37.646	89.5294	0	-0.0195178058035281	TRUE
3:94000001-94100000	3	94000001	94100000	100	36.742	93.9006	0	-0.0259601009215017	TRUE
3:94100001-94200000	3	94100001	94200000	100	36.451	91.9801	0	-0.024476345823409	TRUE
3:94200001-94300000	3	94200001	94300000	100	36.196	91.2214	0	-0.0131932144384409	TRUE
3:94300001-94400000	3	94300001	94400000	100	36.555	85.2101	0	-0.0478710604764311	TRUE
3:94400001-94500000	3	94400001	94500000	100	35.28	87.6409	0	-0.000520122235688092	TRUE
3:94500001-94600000	3	94500001	94600000	100	35.277	82.5213	0	-0.0109020326363731	TRUE
3:94600001-94700000	3	94600001	94700000	100	34.828	91.3819	0	-0.0244369643840819	TRUE
3:94700001-94800000	3	94700001	94800000	100	34.6	82.597	0	-0.00461305941595602	TRUE
3:94800001-94900000	3	94800001	94900000	100	33.946	91.9527	0	-0.0265005969707545	TRUE
3:94900001-95000000	3	94900001	95000000	100	33.84	90.9697	0	-0.0497561528284691	TRUE
3:95000001-95100000	3	95000001	95100000	100	34.473	90.342	0	-0.00664848074012681	TRUE
3:95100001-95200000	3	95100001	95200000	100	33.991	96.0464	0	-0.0320359077737696	TRUE
3:95200001-95300000	3	95200001	95300000	100	33.13	91.6287	0	-0.00272963647701574	TRUE
3:95300001-95400000	3	95300001	95400000	100	36.571	80.833	0	-0.0238467307319933	TRUE
3:95400001-95500000	3	95400001	95500000	100	34.691	87.6274	0	-0.058219897846657	TRUE
3:95500001-95600000	3	95500001	95600000	100	33.921	82.1285	0	0.0139043788735764	TRUE
3:95600001-95700000	3	95600001	95700000	100	34.825	92.2959	0	-0.0514626761921742	TRUE
3:95700001-95800000	3	95700001	95800000	100	34.061	91.7191	0	-0.0345580116644183	TRUE
3:95800001-95900000	3	95800001	95900000	100	34.541	89.3509	0	-0.0682454486811607	TRUE
3:95900001-96000000	3	95900001	96000000	100	34.091	95.5989	0	-0.0211924029743195	TRUE
3:96000001-96100000	3	96000001	96100000	100	35.768	84.7459	0	-0.0684295944286211	TRUE
3:96100001-96200000	3	96100001	96200000	100	34.468	95.1572	0	-0.0244465989256271	TRUE
3:96200001-96300000	3	96200001	96300000	100	35.283	84.3946	0	-0.0386592634412864	TRUE
3:96300001-96400000	3	96300001	96400000	100	36.028	77.2116	1.502	-0.0384683852066173	TRUE
3:96400001-96500000	3	96400001	96500000	100	36.638	91.243	0.336	-0.0560648053590362	TRUE
3:96500001-96600000	3	96500001	96600000	100	34.325	97.6391	0	-0.0202168264216211	TRUE
3:96600001-96700000	3	96600001	96700000	100	35.689	81.9357	0	-0.0210915165014905	TRUE
3:96700001-96800000	3	96700001	96800000	100	35.612	86.4118	0.56	-0.00867990713119493	TRUE
3:96800001-96900000	3	96800001	96900000	100	34.764	95.9662	0	-0.00996696311303408	TRUE
3:96900001-97000000	3	96900001	97000000	100	36.061	89.3944	0	-0.0162801885993161	TRUE
3:97000001-97100000	3	97000001	97100000	100	35.474	90.7878	0	-0.00206911769110119	TRUE
3:97100001-97200000	3	97100001	97200000	100	33.833	95.8488	0	0.0102803340893405	TRUE
3:97200001-97300000	3	97200001	97300000	100	36.774	85.7187	0	0.0185689405251518	TRUE
3:97300001-97400000	3	97300001	97400000	100	35.653	87.347	0	0.0359419919262415	TRUE
3:97400001-97500000	3	97400001	97500000	100	36.102	94.2091	0	0.0378605367480319	TRUE
3:97500001-97600000	3	97500001	97600000	100	36.236	92.736	0	0.0236609445238462	TRUE
3:97600001-97700000	3	97600001	97700000	100	38.832	89.7325	0	0.0295073713711864	TRUE
3:97700001-97800000	3	97700001	97800000	100	36.68	95.6843	0	0.0166638327432007	TRUE
3:97800001-97900000	3	97800001	97900000	100	36.519	81.1337	0	-0.0133611819906942	TRUE
3:97900001-98000000	3	97900001	98000000	100	37.801	83.1192	0	-0.0821485350888062	TRUE
3:98000001-98100000	3	98000001	98100000	100	36.785	86.8187	0	-0.000126398661905225	TRUE
3:98100001-98200000	3	98100001	98200000	100	37.385	78.4512	0	0.0345087424720943	TRUE
3:98200001-98300000	3	98200001	98300000	100	37.034	93.2152	0	0.0152636982450275	TRUE
3:98300001-98400000	3	98300001	98400000	100	38.559	87.3421	0	-0.0282284532270598	TRUE
3:98400001-98500000	3	98400001	98500000	100	39.998	85.2864	0	-0.00202661421709555	TRUE
3:98500001-98600000	3	98500001	98600000	100	38.904	79.5901	0	0.018710568475398	TRUE
3:98600001-98700000	3	98600001	98700000	100	38.073	88.2536	0	0.0148928888475374	TRUE
3:98700001-98800000	3	98700001	98800000	100	37.538	82.0031	0	0.00232103468997258	TRUE
3:98800001-98900000	3	98800001	98900000	100	37.152	89.2972	0	0.00244684894376723	TRUE
3:98900001-99000000	3	98900001	99000000	100	36.494	89.6388	0	-0.0379166841713909	TRUE
3:99000001-99100000	3	99000001	99100000	100	36.889	79.6491	0	0.0415569192728727	TRUE
3:99100001-99200000	3	99100001	99200000	100	36.828	88.0751	0	0.0268975608109038	TRUE
3:99200001-99300000	3	99200001	99300000	100	37.606	95.4876	0	0.0216947950321468	TRUE
3:99300001-99400000	3	99300001	99400000	100	38.41	87.7806	0	0.0305598027292988	TRUE
3:99400001-99500000	3	99400001	99500000	100	38.435	86.8121	0	0.07652252266719	TRUE
3:99500001-99600000	3	99500001	99600000	100	39.914	94.4886	0	0.0460930043258142	TRUE
3:99600001-99700000	3	99600001	99700000	100	38.708	94.3493	0.326	0.0432470674269619	TRUE
3:99700001-99800000	3	99700001	99800000	100	38.505	92.3733	0	0.040091312929848	TRUE
3:99800001-99900000	3	99800001	99900000	100	38.811	92.6802	0	0.0340104082781953	TRUE
3:99900001-100000000	3	99900001	100000000	100	40.297	86.2635	0	0.0300291006999899	TRUE
3:100000001-100100000	3	100000001	100100000	100	38.798	87.762	0	-9.15922072378672e-05	TRUE
3:100100001-100200000	3	100100001	100200000	100	40.419	79.2345	0	0.0287185232450211	TRUE
3:100200001-100300000	3	100200001	100300000	100	40.243	85.9048	0	0.042654258582518	TRUE
3:100300001-100400000	3	100300001	100400000	100	38.016	80.2164	0	0.0212863626336796	TRUE
3:100400001-100500000	3	100400001	100500000	100	37.918	90.6961	0	0.0242989160027685	TRUE
3:100500001-100600000	3	100500001	100600000	100	36.549	97.211	0	0.0479671778703571	TRUE
3:100600001-100700000	3	100600001	100700000	100	37.143	90.9736	0	0.0491584786904706	TRUE
3:100700001-100800000	3	100700001	100800000	100	37.804	86.2839	0	0.0207555556247699	TRUE
3:100800001-100900000	3	100800001	100900000	100	38.038	87.5672	0	0.0424453691636798	TRUE
3:100900001-101000000	3	100900001	101000000	100	38.78	90.8165	0	0.0252879415757511	TRUE
3:101000001-101100000	3	101000001	101100000	100	35.135	89.0956	0	0.0295633814314683	TRUE
3:101100001-101200000	3	101100001	101200000	100	38.8	71.4951	0	0.0333448167940279	TRUE
3:101200001-101300000	3	101200001	101300000	100	41.588	79.7673	0	-0.0166735576363708	TRUE
3:101300001-101400000	3	101300001	101400000	100	42.491	77.634	0	-0.0632340170339925	TRUE
3:101400001-101500000	3	101400001	101500000	100	41.339	68.9743	0	NA	TRUE
3:101500001-101600000	3	101500001	101600000	100	39.631	90.9466	0	-0.0147952156596603	TRUE
3:101600001-101700000	3	101600001	101700000	100	39.077	78.6806	0	0.0437015312140075	TRUE
3:101700001-101800000	3	101700001	101800000	100	38.726	82.1065	0	0.0706538196876024	TRUE
3:101800001-101900000	3	101800001	101900000	100	37.351	90.8609	0	0.0369302096611233	TRUE
3:101900001-102000000	3	101900001	102000000	100	38.055	89.4308	0	0.0446780129812796	TRUE
3:102000001-102100000	3	102000001	102100000	100	36.168	92.2747	0	0.0600352996535609	TRUE
3:102100001-102200000	3	102100001	102200000	100	35.358	96.5125	0	0.0596329181492031	TRUE
3:102200001-102300000	3	102200001	102300000	100	36.704	92.9851	0	0.0294705971526447	TRUE
3:102300001-102400000	3	102300001	102400000	100	37.057	93.3184	0	0.0167300900935928	TRUE
3:102400001-102500000	3	102400001	102500000	100	37.841	92.1979	0	-0.0184861650726867	TRUE
3:102500001-102600000	3	102500001	102600000	100	35.646	86.0315	0	-0.0218083901065406	TRUE
3:102600001-102700000	3	102600001	102700000	100	34.591	90.0874	0	0.0246372708532544	TRUE
3:102700001-102800000	3	102700001	102800000	100	34.893	93.7755	0	-0.00663351805070567	TRUE
3:102800001-102900000	3	102800001	102900000	100	34.701	92.1742	0	-0.0223132387544434	TRUE
3:102900001-103000000	3	102900001	103000000	100	35.96	79.0842	0	0.0256402920207965	TRUE
3:103000001-103100000	3	103000001	103100000	100	34.476	93.2412	0	0.00846955994955656	TRUE
3:103100001-103200000	3	103100001	103200000	100	34.298	89.8662	0	-0.000947069332844275	TRUE
3:103200001-103300000	3	103200001	103300000	100	35.087	84.8663	0	0.0116421059457836	TRUE
3:103300001-103400000	3	103300001	103400000	100	34.838	94.0771	0	-0.0374878166884415	TRUE
3:103400001-103500000	3	103400001	103500000	100	34.352	91.6213	0	-0.0184206533625699	TRUE
3:103500001-103600000	3	103500001	103600000	100	33.441	97.7142	0	0.014830831381993	TRUE
3:103600001-103700000	3	103600001	103700000	100	33.902	91.453	0	0.012137184828434	TRUE
3:103700001-103800000	3	103700001	103800000	100	34.572	91.8719	0	-0.0451480960958416	TRUE
3:103800001-103900000	3	103800001	103900000	100	35.666	90.4597	0	-0.0383088820562975	TRUE
3:103900001-104000000	3	103900001	104000000	100	34.539	92.619	0	-0.0376377029308862	TRUE
3:104000001-104100000	3	104000001	104100000	100	34.984	86.3316	0	-0.0286340994938569	TRUE
3:104100001-104200000	3	104100001	104200000	100	35.504	86.6582	0	-0.0249571453431389	TRUE
3:104200001-104300000	3	104200001	104300000	100	36.196	87.9519	0	-0.0381809352518617	TRUE
3:104300001-104400000	3	104300001	104400000	100	35.106	94.8212	0	-0.0138879786676393	TRUE
3:104400001-104500000	3	104400001	104500000	100	34.46	92.6078	0	0.0342879737979954	TRUE
3:104500001-104600000	3	104500001	104600000	100	34.932	95.4454	0	-0.00481586582101923	TRUE
3:104600001-104700000	3	104600001	104700000	100	35.683	92.2361	0	-0.0273356122838174	TRUE
3:104700001-104800000	3	104700001	104800000	100	36.293	93.6291	0	-0.0125564098497263	TRUE
3:104800001-104900000	3	104800001	104900000	100	35.487	91.487	0	0.0165065553566343	TRUE
3:104900001-105000000	3	104900001	105000000	100	35.014	94.219	0	0.0259415892700581	TRUE
3:105000001-105100000	3	105000001	105100000	100	36.366	88.416	0	0.029267970455778	TRUE
3:105100001-105200000	3	105100001	105200000	100	34.717	91.3507	0	0.0425672401590008	TRUE
3:105200001-105300000	3	105200001	105300000	100	35.547	96.6886	0	0.01930090000199	TRUE
3:105300001-105400000	3	105300001	105400000	100	38.21	85.7329	0	0.00745431256639206	TRUE
3:105400001-105500000	3	105400001	105500000	100	35.073	93.2	0	0.032464647429314	TRUE
3:105500001-105600000	3	105500001	105600000	100	35.907	95.1495	0	0.028200384029641	TRUE
3:105600001-105700000	3	105600001	105700000	100	36.79	92.5195	0	0.0030679667026039	TRUE
3:105700001-105800000	3	105700001	105800000	100	37.141	89.2748	0	0.0124927788682081	TRUE
3:105800001-105900000	3	105800001	105900000	100	37.854	85.1496	0	0.0144368148272427	TRUE
3:105900001-106000000	3	105900001	106000000	100	35.747	92.2204	0	0.0268672509983268	TRUE
3:106000001-106100000	3	106000001	106100000	100	36.897	90.0176	0	0.000985088842731907	TRUE
3:106100001-106200000	3	106100001	106200000	100	36.442	93.7723	0	0.0164402286185831	TRUE
3:106200001-106300000	3	106200001	106300000	100	35.899	88.4176	0	0.000245808451920404	TRUE
3:106300001-106400000	3	106300001	106400000	100	36.243	86.7086	0	0.0134510746153604	TRUE
3:106400001-106500000	3	106400001	106500000	100	36.14	93.977	0	0.0163675371134945	TRUE
3:106500001-106600000	3	106500001	106600000	100	37.051	89.25	0	0.000303548302696299	TRUE
3:106600001-106700000	3	106600001	106700000	100	37.249	80.5913	0	0.0205535759673204	TRUE
3:106700001-106800000	3	106700001	106800000	100	37.249	89.74	0	0.0201048133886605	TRUE
3:106800001-106900000	3	106800001	106900000	100	39.681	81.4956	0	-0.0133946706107088	TRUE
3:106900001-107000000	3	106900001	107000000	100	37.758	94.6763	0	0.00251532162284351	TRUE
3:107000001-107100000	3	107000001	107100000	100	38.415	86.4448	0	-0.0101144027738883	TRUE
3:107100001-107200000	3	107100001	107200000	100	38.732	91.1132	0	0.0104900653348043	TRUE
3:107200001-107300000	3	107200001	107300000	100	38.084	93.6475	0	-0.0141726001567494	TRUE
3:107300001-107400000	3	107300001	107400000	100	35.997	95.2167	0	0.0171308454147608	TRUE
3:107400001-107500000	3	107400001	107500000	100	37.047	89.0891	0	0.0653730552458756	TRUE
3:107500001-107600000	3	107500001	107600000	100	39.784	94.2701	0	0.0138223006074436	TRUE
3:107600001-107700000	3	107600001	107700000	100	40.216	93.6878	0	0.0358489958580005	TRUE
3:107700001-107800000	3	107700001	107800000	100	40.704	94.1333	0	0.0311657935303123	TRUE
3:107800001-107900000	3	107800001	107900000	100	39.894	95.1602	0	0.0129335834722384	TRUE
3:107900001-108000000	3	107900001	108000000	100	38.018	85.3398	0	0.0344617243066825	TRUE
3:108000001-108100000	3	108000001	108100000	100	38.86	83.9624	0	0.079574704314391	TRUE
3:108100001-108200000	3	108100001	108200000	100	38.948	95.9779	0	0.0376192619427574	TRUE
3:108200001-108300000	3	108200001	108300000	100	36.569	96.1263	0.275	0.0330933145396928	TRUE
3:108300001-108400000	3	108300001	108400000	100	35.772	90.0721	0	0.046652091774027	TRUE
3:108400001-108500000	3	108400001	108500000	100	39.556	85.9364	0	0.0233763713556437	TRUE
3:108500001-108600000	3	108500001	108600000	100	36.599	91.1737	0	2.50779768123377e-05	TRUE
3:108600001-108700000	3	108600001	108700000	100	38.728	90.2138	0	-0.0136077502843029	TRUE
3:108700001-108800000	3	108700001	108800000	100	37.109	90.9267	0	0.0245144620931794	TRUE
3:108800001-108900000	3	108800001	108900000	100	39.526	89.123	0	-0.012336010666514	TRUE
3:108900001-109000000	3	108900001	109000000	100	39.723	76.7191	0	-0.0432107880937824	TRUE
3:109000001-109100000	3	109000001	109100000	100	43.289	76.2599	0	-0.0491846989165782	TRUE
3:109100001-109200000	3	109100001	109200000	100	40.102	73.9128	0	-0.0713267107708075	TRUE
3:109200001-109300000	3	109200001	109300000	100	37.73	72.7427	0	-0.00225339303239208	TRUE
3:109300001-109400000	3	109300001	109400000	100	37.723	82.3214	0	-0.00675830232781044	TRUE
3:109400001-109500000	3	109400001	109500000	100	37.745	80.9924	0	-0.023225499671051	TRUE
3:109500001-109600000	3	109500001	109600000	100	36.373	91.3505	0	0.00113187572923934	TRUE
3:109600001-109700000	3	109600001	109700000	100	35.647	87.6461	0	-0.0573654286010367	TRUE
3:109700001-109800000	3	109700001	109800000	100	35.476	84.7793	0	-0.0121188265154218	TRUE
3:109800001-109900000	3	109800001	109900000	100	34.882	91.7928	0	-0.00732931983785035	TRUE
3:109900001-110000000	3	109900001	110000000	100	35.119	92.0795	0	-0.0205509618056973	TRUE
3:110000001-110100000	3	110000001	110100000	100	35.984	92.091	0	-0.0187616694472846	TRUE
3:110100001-110200000	3	110100001	110200000	100	35.16	91.5956	0	-0.00133469748554987	TRUE
3:110200001-110300000	3	110200001	110300000	100	36.176	89.0467	0	-0.0309980319828058	TRUE
3:110300001-110400000	3	110300001	110400000	100	37.436	85.5138	0	-0.0142456806740989	TRUE
3:110400001-110500000	3	110400001	110500000	100	36.781	92.5381	0	-0.0346064336593959	TRUE
3:110500001-110600000	3	110500001	110600000	100	35.397	91.4346	0	0.0195904129821263	TRUE
3:110600001-110700000	3	110600001	110700000	100	38.067	86.9053	0	0.00922825384835413	TRUE
3:110700001-110800000	3	110700001	110800000	100	37.862	80.7509	0	-0.0297939674290806	TRUE
3:110800001-110900000	3	110800001	110900000	100	34.797	94.6738	0	0.0164333203185273	TRUE
3:110900001-111000000	3	110900001	111000000	100	38.128	95.1058	0	0.00997279900118819	TRUE
3:111000001-111100000	3	111000001	111100000	100	38.426	90.2449	0	0.000473288056618337	TRUE
3:111100001-111200000	3	111100001	111200000	100	36.851	83.2504	0	-0.0129772494801098	TRUE
3:111200001-111300000	3	111200001	111300000	100	37.884	84.5651	0	0.0350335840745317	TRUE
3:111300001-111400000	3	111300001	111400000	100	39.612	89.3135	0	0.0182266789927648	TRUE
3:111400001-111500000	3	111400001	111500000	100	39.883	90.2886	0	0.0463384378359603	TRUE
3:111500001-111600000	3	111500001	111600000	100	39.276	88.5344	0	0.00336059108719411	TRUE
3:111600001-111700000	3	111600001	111700000	100	37.999	94.1866	0	0.0391283259311028	TRUE
3:111700001-111800000	3	111700001	111800000	100	40.286	88.894	0	0.060541032100954	TRUE
3:111800001-111900000	3	111800001	111900000	100	40.242	88.2363	0	0.0394702003931656	TRUE
3:111900001-112000000	3	111900001	112000000	100	36.71	79.9699	0	0.0195679496253337	TRUE
3:112000001-112100000	3	112000001	112100000	100	38.033	92.0585	0	0.00955096724430859	TRUE
3:112100001-112200000	3	112100001	112200000	100	38.803	85.5437	0	0.0349232203338797	TRUE
3:112200001-112300000	3	112200001	112300000	100	37.874	86.0094	0	0.0473487021887375	TRUE
3:112300001-112400000	3	112300001	112400000	100	39.088	89.5782	0	0.0504580555550173	TRUE
3:112400001-112500000	3	112400001	112500000	100	40.257	80.3602	0	0.0691173607254357	TRUE
3:112500001-112600000	3	112500001	112600000	100	39.028	90.6943	0	0.0290908400136652	TRUE
3:112600001-112700000	3	112600001	112700000	100	36.252	84.9226	0	0.0569522803142273	TRUE
3:112700001-112800000	3	112700001	112800000	100	40.571	80.9303	0	0.0615591413379853	TRUE
3:112800001-112900000	3	112800001	112900000	100	41.411	93.5871	0	0.0156649431844995	TRUE
3:112900001-113000000	3	112900001	113000000	100	44.669	97.7109	0	0.00406300843455176	TRUE
3:113000001-113100000	3	113000001	113100000	100	39.635	83.8034	0	-0.00712732749746581	TRUE
3:113100001-113200000	3	113100001	113200000	100	38.071	81.1724	0	0.0581667073659503	TRUE
3:113200001-113300000	3	113200001	113300000	100	39.163	88.4628	0	0.0489384420348631	TRUE
3:113300001-113400000	3	113300001	113400000	100	40.506	91.1361	0	0.0311781538889838	TRUE
3:113400001-113500000	3	113400001	113500000	100	39.455	87.8236	0	-0.019983224172687	TRUE
3:113500001-113600000	3	113500001	113600000	100	40.097	81.92	0	-0.00749379947708151	TRUE
3:113600001-113700000	3	113600001	113700000	100	39.735	88.7507	0	-0.0158462633402148	TRUE
3:113700001-113800000	3	113700001	113800000	100	38.375	90.8702	0	0.0444125663258305	TRUE
3:113800001-113900000	3	113800001	113900000	100	41.866	88.9375	0	0.0256267078488713	TRUE
3:113900001-114000000	3	113900001	114000000	100	40.536	83.9315	0	0.0317248818953785	TRUE
3:114000001-114100000	3	114000001	114100000	100	39.882	95.4839	0	0.0347534050390075	TRUE
3:114100001-114200000	3	114100001	114200000	100	38.1	97.9346	0	0.0670438557109393	TRUE
3:114200001-114300000	3	114200001	114300000	100	37.212	92.2528	0	0.0769525820310444	TRUE
3:114300001-114400000	3	114300001	114400000	100	36.122	93.9085	0	0.0644283946942675	TRUE
3:114400001-114500000	3	114400001	114500000	100	35.929	95.1343	0	0.0586743658843328	TRUE
3:114500001-114600000	3	114500001	114600000	100	35.568	95.8046	0	0.0281588791036577	TRUE
3:114600001-114700000	3	114600001	114700000	100	34.806	94.0631	0	0.0123158366947563	TRUE
3:114700001-114800000	3	114700001	114800000	100	33.695	91.584	0	0.0577046368718905	TRUE
3:114800001-114900000	3	114800001	114900000	100	35.985	92.551	0	0.00363054630983461	TRUE
3:114900001-115000000	3	114900001	115000000	100	37.921	87.6153	0	0.00300360610837769	TRUE
3:115000001-115100000	3	115000001	115100000	100	36.867	90.852	0	0.037800288197543	TRUE
3:115100001-115200000	3	115100001	115200000	100	38.435	91.1911	0	0.0484281036989717	TRUE
3:115200001-115300000	3	115200001	115300000	100	38.419	94.6625	0	-0.00259559793336922	TRUE
3:115300001-115400000	3	115300001	115400000	100	38.935	95.5306	0	-0.0139254121470078	TRUE
3:115400001-115500000	3	115400001	115500000	100	38.688	81.1515	0	0.0254624867151044	TRUE
3:115500001-115600000	3	115500001	115600000	100	39.735	89.7762	0	0.0105456728935015	TRUE
3:115600001-115700000	3	115600001	115700000	100	37.149	94.8395	0	0.024464678589641	TRUE
3:115700001-115800000	3	115700001	115800000	100	37.203	95.7134	0	0.0195539724158029	TRUE
3:115800001-115900000	3	115800001	115900000	100	37.42	88.5973	0	0.0231646086779985	TRUE
3:115900001-116000000	3	115900001	116000000	100	37.521	90.1172	0	0.000310179959338686	TRUE
3:116000001-116100000	3	116000001	116100000	100	36.431	90.6155	0	0.0231379945894711	TRUE
3:116100001-116200000	3	116100001	116200000	100	38.427	87.9985	0	0.0022467803900692	TRUE
3:116200001-116300000	3	116200001	116300000	100	36.75	87.0025	0	-0.0445638495488676	TRUE
3:116300001-116400000	3	116300001	116400000	100	37.237	95.1003	0	-0.00742465292734562	TRUE
3:116400001-116500000	3	116400001	116500000	100	36.817	90.9486	0	0.00782092987199168	TRUE
3:116500001-116600000	3	116500001	116600000	100	35.979	94.6878	0	-0.00571319135535375	TRUE
3:116600001-116700000	3	116600001	116700000	100	36.69	92.6541	0	-0.00714720720341938	TRUE
3:116700001-116800000	3	116700001	116800000	100	38.072	89.8929	0	-0.0231755134561477	TRUE
3:116800001-116900000	3	116800001	116900000	100	37.443	94.745	0	-0.0251463744032758	TRUE
3:116900001-117000000	3	116900001	117000000	100	36.346	94.1928	0	0.0198746699206062	TRUE
3:117000001-117100000	3	117000001	117100000	100	36.29	90.8447	0	0.0133559275773482	TRUE
3:117100001-117200000	3	117100001	117200000	100	37.108	96.8316	0	0.00916958986127847	TRUE
3:117200001-117300000	3	117200001	117300000	100	36.94	93.7596	0	-0.00253411461319797	TRUE
3:117300001-117400000	3	117300001	117400000	100	37.449	96.5215	0	0.00802165006098754	TRUE
3:117400001-117500000	3	117400001	117500000	100	37.544	94.1071	0	0.00861914227528071	TRUE
3:117500001-117600000	3	117500001	117600000	100	36.188	95.0801	0	0.0422053116989654	TRUE
3:117600001-117700000	3	117600001	117700000	100	36.457	97.0098	0	0.0306820855313463	TRUE
3:117700001-117800000	3	117700001	117800000	100	35.325	91.1498	0	0.011951882040521	TRUE
3:117800001-117900000	3	117800001	117900000	100	36.475	89.3455	0	-0.00574821526589275	TRUE
3:117900001-118000000	3	117900001	118000000	100	36.25	94.543	0.086	0.0231435777422618	TRUE
3:118000001-118100000	3	118000001	118100000	100	35.65	89.7631	0	-0.0069689119173898	TRUE
3:118100001-118200000	3	118100001	118200000	100	36.831	89.3406	0	0.00348919037361362	TRUE
3:118200001-118300000	3	118200001	118300000	100	38.201	88.8443	0	0.0471746702479631	TRUE
3:118300001-118400000	3	118300001	118400000	100	39.214	88.468	0	0.0228880642352607	TRUE
3:118400001-118500000	3	118400001	118500000	100	38.675	92.4127	0	0.0429210871961614	TRUE
3:118500001-118600000	3	118500001	118600000	100	40.792	90.6592	0	-0.00371154205687185	TRUE
3:118600001-118700000	3	118600001	118700000	100	37.469	90.4474	0	0.080117625960204	TRUE
3:118700001-118800000	3	118700001	118800000	100	38.7	74.6653	0	NA	TRUE
3:118800001-118900000	3	118800001	118900000	100	39.586	74.0461	0	0.0487757896689699	TRUE
3:118900001-119000000	3	118900001	119000000	100	41.35	86.6577	0	0.0404484559266127	TRUE
3:119000001-119100000	3	119000001	119100000	100	42.854	91.719	0	0.00577824515479497	TRUE
3:119100001-119200000	3	119100001	119200000	100	41.443	91.4196	0	0.0341346127356401	TRUE
3:119200001-119300000	3	119200001	119300000	100	41.369	84.3964	0.081	0.0611758559162054	TRUE
3:119300001-119400000	3	119300001	119400000	100	43.557	93.2204	0	0.0380244270890725	TRUE
3:119400001-119500000	3	119400001	119500000	100	39.282	91.8912	0	0.0320712401549282	TRUE
3:119500001-119600000	3	119500001	119600000	100	40.425	87.7722	0	0.0138795043679613	TRUE
3:119600001-119700000	3	119600001	119700000	100	36.175	91.1026	0	0.0417579941209817	TRUE
3:119700001-119800000	3	119700001	119800000	100	38.312	82.2936	0	0.0347363891917575	TRUE
3:119800001-119900000	3	119800001	119900000	100	43.158	86.444	0	0.0034646599276128	TRUE
3:119900001-120000000	3	119900001	120000000	100	39.807	85.5872	0	0.0144221223306594	TRUE
3:120000001-120100000	3	120000001	120100000	100	40.645	82.3227	0	-0.00643583595646463	TRUE
3:120100001-120200000	3	120100001	120200000	100	43.555	94.2117	0	0.0452432385257076	TRUE
3:120200001-120300000	3	120200001	120300000	100	41.172	83.487	0	0.00755115817159668	TRUE
3:120300001-120400000	3	120300001	120400000	100	40.813	85.4975	0	0.0251058031426078	TRUE
3:120400001-120500000	3	120400001	120500000	100	38.128	79.8339	0	0.0731586663174617	TRUE
3:120500001-120600000	3	120500001	120600000	100	38.651	92.9451	0	0.0219029597932879	TRUE
3:120600001-120700000	3	120600001	120700000	100	35.907	74.7784	0	0.0494500846514309	TRUE
3:120700001-120800000	3	120700001	120800000	100	37.102	76.0584	0	0.0320394961201229	TRUE
